Data,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,,,,,
09/03/2026,172697,pix172697,None,0,0,0, R$  -   ,,,,172697,NLH,,,
09/03/2026,172698,pix172698,None,0,0,0, R$  -   ,,,,172698,NLH,,,
09/03/2026,172718,bibi,None,0,0,0, R$  -   ,,,,172718,NLH,,,
09/03/2026,172722,CORAGEM?,None,0,0,0, R$  -   ,,,,172722,NLH,,,
09/03/2026,173019,pix173019,None,0,0,0, R$  -   ,,,,173019,NLH,,,
09/03/2026,173020,pix173020,None,0,0,0, R$  -   ,,,,173020,NLH,,,
09/03/2026,174860,Sheika,None,0,0,"1,73"," R$  1,73 ","0,00%","0,00%","100,00%",174860,PLO6,,,
09/03/2026,175113,Juru,None,"0,58","1,5",0," R$  2,08 ","27,88%","72,12%","0,00%",175113,MTT,,,
09/03/2026,175329,pix175329,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",175329,MTT,,,
09/03/2026,176200,pix176200,None,0,0,0, R$  -   ,,,,176200,NLH,,,
09/03/2026,177117,Cheque Reizé,None,0,0,0, R$  -   ,,,,177117,NLH,,,
09/03/2026,177176,pix177176,None,0,0,0, R$  -   ,,,,177176,NLH,,,
09/03/2026,177177,pix177177,None,0,0,0, R$  -   ,,,,177177,NLH,,,
09/03/2026,177257,solovis,None,0,0,0, R$  -   ,,,,177257,NLH,,,
09/03/2026,177434,Negreira ?,None,0,0,0, R$  -   ,,,,177434,NLH,,,
09/03/2026,177450,pix177450,None,0,0,0, R$  -   ,,,,177450,NLH,,,
09/03/2026,177702,Guizzinkrl,None,0,0,0, R$  -   ,,,,177702,NLH,,,
09/03/2026,179317,Carolina Silva,None,0,0,0, R$  -   ,,,,179317,NLH,,,
09/03/2026,180037,pix180037,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",180037,MTT,,,
09/03/2026,181845,pix181845,None,0,0,0, R$  -   ,,,,181845,NLH,,,
09/03/2026,182906,pix182906,None,0,0,0, R$  -   ,,,,182906,NLH,,,
09/03/2026,183151,IVAR SEM OSSO,None,0,0,0, R$  -   ,,,,183151,NLH,,,
09/03/2026,183154,EsperoQueVcsMorram,None,0,0,0, R$  -   ,,,,183154,NLH,,,
09/03/2026,183485,lil 10,None,"0,32",0,0," R$  0,32 ","100,00%","0,00%","0,00%",183485,NLH,,,
09/03/2026,183533,pix183533,None,0,0,0, R$  -   ,,,,183533,NLH,,,
09/03/2026,183758,pix183758,None,0,0,0, R$  -   ,,,,183758,NLH,,,
09/03/2026,185553,??Mangusto?,None,0,0,0, R$  -   ,,,,185553,NLH,,,
09/03/2026,187177,Vovô Tarado,None,0,0,0, R$  -   ,,,,187177,NLH,,,
09/03/2026,190020,pix190020,None,0,0,0, R$  -   ,,,,190020,NLH,,,
09/03/2026,190675,Don Lino?,None,0,0,0, R$  -   ,,,,190675,NLH,,,
09/03/2026,190864,pix190864,None,0,0,0, R$  -   ,,,,190864,NLH,,,
09/03/2026,190866,pix190866,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",190866,MTT,,,
09/03/2026,190867,pix190867,None,0,0,0, R$  -   ,,,,190867,NLH,,,
09/03/2026,192859,blefandovc,None,0,0,0, R$  -   ,,,,192859,NLH,,,
09/03/2026,193166,pix193166,None,0,0,0, R$  -   ,,,,193166,NLH,,,
09/03/2026,193238,pix193238,None,0,0,0, R$  -   ,,,,193238,NLH,,,
09/03/2026,193240,pix193240,None,0,0,0, R$  -   ,,,,193240,NLH,,,
09/03/2026,193605,pix193605,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",193605,MTT,,,
09/03/2026,193665,pix193665,None,0,0,0, R$  -   ,,,,193665,NLH,,,
09/03/2026,193767,pix193767,None,0,0,0, R$  -   ,,,,193767,NLH,,,
09/03/2026,193889,torres00,None,0,0,0, R$  -   ,,,,193889,NLH,,,
09/03/2026,193920,pix193920,None,0,0,0, R$  -   ,,,,193920,NLH,,,
09/03/2026,193935,pix193935,None,0,0,0, R$  -   ,,,,193935,NLH,,,
09/03/2026,194478,godsmenu,None,0,0,0, R$  -   ,,,,194478,NLH,,,
09/03/2026,194482,fox1973,None,0,0,0, R$  -   ,,,,194482,NLH,,,
09/03/2026,163235,Jumenta preta ?,None,"29,72","0,3",0," R$  30,02 ","99,00%","1,00%","0,00%",163235,NLH,,,
09/03/2026,179849,Marreta Show,None,"9,22",0,0," R$  9,22 ","100,00%","0,00%","0,00%",179849,NLH,,,
09/03/2026,186972,Jere do mel,None,"13,24",0,0," R$  13,24 ","100,00%","0,00%","0,00%",186972,NLH,,,
09/03/2026,125132,pix125132,None,0,"0,6",0," R$  0,60 ","0,00%","100,00%","0,00%",125132,MTT,,,
09/03/2026,149237,robson baptista,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",149237,MTT,,,
09/03/2026,156686,gugu da catingueira,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",156686,MTT,,,
09/03/2026,163863,kayblack,None,0,"3,7","0,51"," R$  4,21 ","0,00%","87,89%","12,11%",163863,MTT,,,
09/03/2026,172347,pix172347,None,0,"0,1","0,66"," R$  0,76 ","0,00%","13,16%","86,84%",172347,PLO6,,,
09/03/2026,178818,??BIRU??,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",178818,MTT,,,
09/03/2026,194198,duplo malte,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",194198,MTT,,,
09/03/2026,147818,Feker,None,"15,16",0,0," R$  15,16 ","100,00%","0,00%","0,00%",147818,NLH,,,
09/03/2026,164157,nenemotos,None,"10,95",0,0," R$  10,95 ","100,00%","0,00%","0,00%",164157,NLH,,,
09/03/2026,187403,pix187403,None,0,30,0," R$  30,00 ","0,00%","100,00%","0,00%",187403,MTT,,,
09/03/2026,193927,pix193927,None,5,42,"17,57"," R$  64,57 ","7,74%","65,05%","27,21%",193927,MTT,,,
09/03/2026,149137,pix149137,None,0,0,"24,15"," R$  24,15 ","0,00%","0,00%","100,00%",149137,PLO6,,,
09/03/2026,137977,maconha,None,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",137977,MTT,,,
09/03/2026,147069,cryyy,None,0,6,"0,35"," R$  6,35 ","0,00%","94,49%","5,51%",147069,MTT,,,
09/03/2026,132945,k99999,None,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",132945,MTT,,,
09/03/2026,166232,esseoN,None,0,26,0," R$  26,00 ","0,00%","100,00%","0,00%",166232,MTT,,,
09/03/2026,174989,astuto,None,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",174989,MTT,,,
09/03/2026,149187,Kingx7,None,0,0,"6,99"," R$  6,99 ","0,00%","0,00%","100,00%",149187,PLO6,,,
09/03/2026,171473,lucas?,None,0,"0,6",0," R$  0,60 ","0,00%","100,00%","0,00%",171473,MTT,,,
09/03/2026,174477,pix174477,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",174477,MTT,,,
09/03/2026,178641,jeanHolden,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",178641,MTT,,,
09/03/2026,191081,pix191081,None,0,"2,5",0," R$  2,50 ","0,00%","100,00%","0,00%",191081,MTT,,,
09/03/2026,112203,suportePH,None,0,0,"0,93"," R$  0,93 ","0,00%","0,00%","100,00%",112203,PLO6,,,
09/03/2026,125113,cabeça,None,"0,8",0,"2,42"," R$  3,22 ","24,84%","0,00%","75,16%",125113,PLO6,,,
09/03/2026,147747,JPOKER1K,None,0,0,"0,29"," R$  0,29 ","0,00%","0,00%","100,00%",147747,PLO6,,,
09/03/2026,154220,pix154220,None,0,0,"91,15"," R$  91,15 ","0,00%","0,00%","100,00%",154220,PLO6,,,
09/03/2026,183357,JariGato,None,"3,59",0,0," R$  3,59 ","100,00%","0,00%","0,00%",183357,NLH,,,
09/03/2026,180680,pix180680,None,0,"3,5",0," R$  3,50 ","0,00%","100,00%","0,00%",180680,MTT,,,
09/03/2026,181557,_L4jus_,None,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",181557,MTT,,,
09/03/2026,188416,juliomoneymaker,None,0,"22,9",0," R$  22,90 ","0,00%","100,00%","0,00%",188416,MTT,,,
09/03/2026,102664,pix102664,None,0,0,0, R$  -   ,,,,102664,NLH,,,
09/03/2026,102785,Joaofilho,None,0,0,0, R$  -   ,,,,102785,NLH,,,
09/03/2026,102814,pix102814,None,0,0,0, R$  -   ,,,,102814,NLH,,,
09/03/2026,102820,dual core,None,0,0,0, R$  -   ,,,,102820,NLH,,,
09/03/2026,106460,caricatura02,None,0,0,0, R$  -   ,,,,106460,NLH,,,
09/03/2026,106463,caricatura03,None,0,0,0, R$  -   ,,,,106463,NLH,,,
09/03/2026,116811,joka,None,"0,71","1,8",0," R$  2,51 ","28,29%","71,71%","0,00%",116811,MTT,,,
09/03/2026,126631,DieguinhoPixjm,None,0,0,0, R$  -   ,,,,126631,NLH,,,
09/03/2026,141583,pix141583,None,0,0,0, R$  -   ,,,,141583,NLH,,,
09/03/2026,141875,pix141875,None,0,0,0, R$  -   ,,,,141875,NLH,,,
09/03/2026,144081,Wender ws,None,0,0,0, R$  -   ,,,,144081,NLH,,,
09/03/2026,144875,SOXTIN,None,0,0,0, R$  -   ,,,,144875,NLH,,,
09/03/2026,149147,Priscilasantos,None,0,0,0, R$  -   ,,,,149147,NLH,,,
09/03/2026,149208,Jean Camargo,None,0,0,0, R$  -   ,,,,149208,NLH,,,
09/03/2026,152397,RRMcg,None,0,0,0, R$  -   ,,,,152397,NLH,,,
09/03/2026,153252,samuray,None,0,0,0, R$  -   ,,,,153252,NLH,,,
09/03/2026,153965,Nunca nem vi,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",153965,MTT,,,
09/03/2026,154231,77tattoo,None,0,0,0, R$  -   ,,,,154231,NLH,,,
09/03/2026,157503,omthluz10,None,0,0,0, R$  -   ,,,,157503,NLH,,,
09/03/2026,160259,Pagaquevale,None,0,0,0, R$  -   ,,,,160259,NLH,,,
09/03/2026,162063,VIT0R,None,"4,43",0,0," R$  4,43 ","100,00%","0,00%","0,00%",162063,NLH,,,
09/03/2026,163476,capetinha,None,0,0,0, R$  -   ,,,,163476,NLH,,,
09/03/2026,166808,vip 166808,None,0,0,0, R$  -   ,,,,166808,NLH,,,
09/03/2026,168276,pix168276,None,0,0,0, R$  -   ,,,,168276,NLH,,,
09/03/2026,169061,gbalasb,None,0,0,0, R$  -   ,,,,169061,NLH,,,
09/03/2026,169526,soniamgfm2,None,0,0,0, R$  -   ,,,,169526,NLH,,,
09/03/2026,170102,pix170102,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",170102,MTT,,,
09/03/2026,170386,pix170386,None,"4,53","18,6","6,1"," R$  29,23 ","15,50%","63,63%","20,87%",170386,MTT,,,
09/03/2026,171754,pix171754,None,0,0,0, R$  -   ,,,,171754,NLH,,,
09/03/2026,171757,pix171757,None,0,0,0, R$  -   ,,,,171757,NLH,,,
09/03/2026,171876,pedro123321,None,0,0,0, R$  -   ,,,,171876,NLH,,,
09/03/2026,172407,CanindeCearaBrasil,None,0,0,0, R$  -   ,,,,172407,NLH,,,
09/03/2026,172574,MustAAng,None,0,0,0, R$  -   ,,,,172574,NLH,,,
09/03/2026,172976,pix172976,None,0,0,0, R$  -   ,,,,172976,NLH,,,
09/03/2026,172979,pix172979,None,0,0,0, R$  -   ,,,,172979,NLH,,,
09/03/2026,173106,pix173106,None,0,0,0, R$  -   ,,,,173106,NLH,,,
09/03/2026,174039,pix174039,None,"1,73",0,0," R$  1,73 ","100,00%","0,00%","0,00%",174039,NLH,,,
09/03/2026,175419,Exmoke13,None,0,0,0, R$  -   ,,,,175419,NLH,,,
09/03/2026,175564,ONLSZN,None,0,0,0, R$  -   ,,,,175564,NLH,,,
09/03/2026,175565,ébrio,None,0,0,0, R$  -   ,,,,175565,NLH,,,
09/03/2026,176309,Moabe10,None,0,0,0, R$  -   ,,,,176309,NLH,,,
09/03/2026,176407,BENTOCOSTA,None,0,0,0, R$  -   ,,,,176407,NLH,,,
09/03/2026,176462,markin valde,None,0,0,0, R$  -   ,,,,176462,NLH,,,
09/03/2026,177751,BLABLABLA,None,0,0,0, R$  -   ,,,,177751,NLH,,,
09/03/2026,178561,Gi Genesini,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",178561,MTT,,,
09/03/2026,186053,manobronx,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",186053,MTT,,,
09/03/2026,186163,pix186163,None,0,0,0, R$  -   ,,,,186163,NLH,,,
09/03/2026,186247,ArthurSouza2,None,0,0,0, R$  -   ,,,,186247,NLH,,,
09/03/2026,186974,pix186974,None,0,0,0, R$  -   ,,,,186974,NLH,,,
09/03/2026,187345,BetoRocha,None,0,0,0, R$  -   ,,,,187345,NLH,,,
09/03/2026,187469,visaodecego,None,0,0,0, R$  -   ,,,,187469,NLH,,,
09/03/2026,189508,pix385237,None,0,0,0, R$  -   ,,,,189508,NLH,,,
09/03/2026,189539,pix189539,None,0,0,0, R$  -   ,,,,189539,NLH,,,
09/03/2026,189820,pix189820,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",189820,MTT,,,
09/03/2026,190884,bezzera11,None,0,0,0, R$  -   ,,,,190884,NLH,,,
09/03/2026,191505,luby,None,0,0,0, R$  -   ,,,,191505,NLH,,,
09/03/2026,192663,pix192663,None,"1,65",0,"2,05"," R$  3,70 ","44,59%","0,00%","55,41%",192663,PLO6,,,
09/03/2026,193904,pix193904,None,0,0,0, R$  -   ,,,,193904,NLH,,,
09/03/2026,194080,pix194080,None,0,0,0, R$  -   ,,,,194080,NLH,,,
09/03/2026,194315,pix194315,None,0,0,0, R$  -   ,,,,194315,NLH,,,
09/03/2026,194342,pix194342,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",194342,MTT,,,
09/03/2026,194491,pix194491,None,0,0,0, R$  -   ,,,,194491,NLH,,,
09/03/2026,194493,Gay???,None,0,0,0, R$  -   ,,,,194493,NLH,,,
09/03/2026,194494,POBRE?,None,0,0,0, R$  -   ,,,,194494,NLH,,,
09/03/2026,194495,Gay?????,None,0,0,0, R$  -   ,,,,194495,NLH,,,
09/03/2026,194496,Gay????,None,0,0,0, R$  -   ,,,,194496,NLH,,,
09/03/2026,194497,Hungria,None,"2,5","5,6","52,79"," R$  60,89 ","4,11%","9,20%","86,70%",194497,PLO6,,,
09/03/2026,194498,pix194498,None,0,0,0, R$  -   ,,,,194498,NLH,,,
09/03/2026,194499,pix194499,None,0,0,0, R$  -   ,,,,194499,NLH,,,
09/03/2026,194500,pix194500,None,0,0,0, R$  -   ,,,,194500,NLH,,,
09/03/2026,194501,pix194501,None,0,0,0, R$  -   ,,,,194501,NLH,,,
09/03/2026,194502,pix194502,None,0,0,0, R$  -   ,,,,194502,NLH,,,
09/03/2026,194503,pix194503,None,0,0,0, R$  -   ,,,,194503,NLH,,,
09/03/2026,194504,pix194504,None,0,0,0, R$  -   ,,,,194504,NLH,,,
09/03/2026,194505,pix194505,None,0,0,0, R$  -   ,,,,194505,NLH,,,
09/03/2026,194507,pix194507,None,0,0,0, R$  -   ,,,,194507,NLH,,,
09/03/2026,194508,pix194508,None,0,"2,1",0," R$  2,10 ","0,00%","100,00%","0,00%",194508,MTT,,,
09/03/2026,160134,Teblefei02,None,"1,09","9,1",0," R$  10,19 ","10,70%","89,30%","0,00%",160134,MTT,,,
09/03/2026,169201,danigodoy,None,"1,26","1,3",0," R$  2,56 ","49,22%","50,78%","0,00%",169201,MTT,,,
09/03/2026,105406,wdson12,None,"0,44",0,0," R$  0,44 ","100,00%","0,00%","0,00%",105406,NLH,,,
09/03/2026,125304,Denão,None,"11,46",0,0," R$  11,46 ","100,00%","0,00%","0,00%",125304,NLH,,,
09/03/2026,191621,thadeu,None,"3,48",0,0," R$  3,48 ","100,00%","0,00%","0,00%",191621,NLH,,,
09/03/2026,192358,pix192358,None,"0,85",0,0," R$  0,85 ","100,00%","0,00%","0,00%",192358,NLH,,,
09/03/2026,193173,Thiarley777,None,"50,42",0,0," R$  50,42 ","100,00%","0,00%","0,00%",193173,NLH,,,
09/03/2026,194231,pix194231,None,"1,8",0,"0,78"," R$  2,58 ","69,77%","0,00%","30,23%",194231,NLH,,,
09/03/2026,194275,Thay77,None,"0,03",0,"0,58"," R$  0,61 ","4,92%","0,00%","95,08%",194275,PLO6,,,
09/03/2026,193841,pix197575,None,0,5,0," R$  5,00 ","0,00%","100,00%","0,00%",193841,MTT,,,
09/03/2026,106058,Mnk,None,0,0,0, R$  -   ,,,,106058,NLH,,,
09/03/2026,131044,BINNA$,None,0,0,0, R$  -   ,,,,131044,NLH,,,
09/03/2026,146912,fp_malvadeza,None,0,0,0, R$  -   ,,,,146912,NLH,,,
09/03/2026,148465,luan_lobao,None,"0,65",0,0," R$  0,65 ","100,00%","0,00%","0,00%",148465,NLH,,,
09/03/2026,160339,eduardo aguiar,None,0,0,0, R$  -   ,,,,160339,NLH,,,
09/03/2026,161533,pix161533,None,0,0,0, R$  -   ,,,,161533,NLH,,,
09/03/2026,172446,pix172446,None,0,0,0, R$  -   ,,,,172446,NLH,,,
09/03/2026,173048,murillinho,None,0,0,0, R$  -   ,,,,173048,NLH,,,
09/03/2026,174474,Antoin De Nestor,None,0,0,0, R$  -   ,,,,174474,NLH,,,
09/03/2026,174476,Dim Saraiva,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",174476,MTT,,,
09/03/2026,180211,pix180211,None,0,0,0, R$  -   ,,,,180211,NLH,,,
09/03/2026,180212,reidoflop,None,0,0,0, R$  -   ,,,,180212,NLH,,,
09/03/2026,180516,sampaio00@,None,0,0,0, R$  -   ,,,,180516,NLH,,,
09/03/2026,180517,pix180517,None,0,0,0, R$  -   ,,,,180517,NLH,,,
09/03/2026,180533,felipe_123,None,0,0,0, R$  -   ,,,,180533,NLH,,,
09/03/2026,180536,felipe_sampaio77,None,0,0,0, R$  -   ,,,,180536,NLH,,,
09/03/2026,180539,pix180539,None,0,0,0, R$  -   ,,,,180539,NLH,,,
09/03/2026,182061,AKDOFLAMENGO,None,0,0,0, R$  -   ,,,,182061,NLH,,,
09/03/2026,188637,pix188637,None,0,0,0, R$  -   ,,,,188637,NLH,,,
09/03/2026,189042,juannito,None,0,0,0, R$  -   ,,,,189042,NLH,,,
09/03/2026,190514,pix190514,None,0,0,0, R$  -   ,,,,190514,NLH,,,
09/03/2026,190573,pix190573,None,0,0,0, R$  -   ,,,,190573,NLH,,,
09/03/2026,190903,pix190903,None,0,0,0, R$  -   ,,,,190903,NLH,,,
09/03/2026,190974,pix190974,None,0,0,0, R$  -   ,,,,190974,NLH,,,
09/03/2026,190987,pix190987,None,0,0,0, R$  -   ,,,,190987,NLH,,,
09/03/2026,191271,Anthony Jonsson,None,"2,65","3,5","10,71"," R$  16,86 ","15,72%","20,76%","63,52%",191271,PLO6,,,
09/03/2026,191307,EHMM,None,0,0,0, R$  -   ,,,,191307,NLH,,,
09/03/2026,194161,badangel,None,"0,37",0,0," R$  0,37 ","100,00%","0,00%","0,00%",194161,NLH,,,
09/03/2026,194167,subzera,None,0,0,0, R$  -   ,,,,194167,NLH,,,
09/03/2026,167123,N.Nftv,None,"14,36",0,0," R$  14,36 ","100,00%","0,00%","0,00%",167123,NLH,,,
09/03/2026,112234,AMSFOGO,None,"2,19",0,"4,05"," R$  6,24 ","35,10%","0,00%","64,90%",112234,PLO6,,,
09/03/2026,162578,Ediel,None,"1,31",0,0," R$  1,31 ","100,00%","0,00%","0,00%",162578,NLH,,,
09/03/2026,194276,Tokagando,None,"2,13",0,0," R$  2,13 ","100,00%","0,00%","0,00%",194276,NLH,,,
09/03/2026,129000,pix129000,None,"4,1",0,0," R$  4,10 ","100,00%","0,00%","0,00%",129000,NLH,,,
09/03/2026,181407,pix181407,None,"4,38",0,"43,49"," R$  47,87 ","9,15%","0,00%","90,85%",181407,PLO6,,,
09/03/2026,157821,eliasvilar,None,"2,95",0,0," R$  2,95 ","100,00%","0,00%","0,00%",157821,NLH,,,
09/03/2026,190091,Joaquim008,None,"12,08",1,"9,95"," R$  23,03 ","52,45%","4,34%","43,20%",190091,NLH,,,
09/03/2026,164151,pagou morreu,None,0,0,"2,98"," R$  2,98 ","0,00%","0,00%","100,00%",164151,PLO6,,,
09/03/2026,194489,piula,None,0,"4,6","76,08"," R$  80,68 ","0,00%","5,70%","94,30%",194489,PLO6,,,
09/03/2026,134944,DidiMocó,None,0,0,"2,06"," R$  2,06 ","0,00%","0,00%","100,00%",134944,PLO6,,,
09/03/2026,146392,pix146392,None,"6,03",0,"58,62"," R$  64,65 ","9,33%","0,00%","90,67%",146392,PLO6,,,
09/03/2026,194534,pix194534,None,0,0,"167,06"," R$  167,06 ","0,00%","0,00%","100,00%",194534,PLO6,,,
09/03/2026,143714,ɢᴏʀᴅᴇx,None,0,"2,5","0,16"," R$  2,66 ","0,00%","93,98%","6,02%",143714,MTT,,,
09/03/2026,103039,pix103039,None,0,"0,5","0,73"," R$  1,23 ","0,00%","40,65%","59,35%",103039,PLO6,,,
09/03/2026,101650,eláriofilho,None,0,0,0, R$  -   ,,,,101650,NLH,,,
09/03/2026,102881,pix102881,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",102881,MTT,,,
09/03/2026,102924,pix102924,None,0,0,0, R$  -   ,,,,102924,NLH,,,
09/03/2026,103255,pix103255,None,0,0,0, R$  -   ,,,,103255,NLH,,,
09/03/2026,108056,GENERAL EDIVAL,None,0,0,0, R$  -   ,,,,108056,NLH,,,
09/03/2026,124184,CLshow,None,0,0,0, R$  -   ,,,,124184,NLH,,,
09/03/2026,128958,pix128958,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",128958,MTT,,,
09/03/2026,130921,100MENTE,None,0,0,0, R$  -   ,,,,130921,NLH,,,
09/03/2026,131446,pix131446,None,0,0,0, R$  -   ,,,,131446,NLH,,,
09/03/2026,132364,El chapo33,None,0,0,0, R$  -   ,,,,132364,NLH,,,
09/03/2026,143968,Galego75,None,0,0,0, R$  -   ,,,,143968,NLH,,,
09/03/2026,146296,pix146296,None,"0,21",0,0," R$  0,21 ","100,00%","0,00%","0,00%",146296,NLH,,,
09/03/2026,155175,LyncolnK2,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",155175,MTT,,,
09/03/2026,158495,pedroaf7,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",158495,MTT,,,
09/03/2026,167501,pix167501,None,0,0,0, R$  -   ,,,,167501,NLH,,,
09/03/2026,170631,pix170631,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",170631,MTT,,,
09/03/2026,171898,matheus rocha,None,0,0,0, R$  -   ,,,,171898,NLH,,,
09/03/2026,174471,TINANAN,None,0,0,0, R$  -   ,,,,174471,NLH,,,
09/03/2026,178709,56énuts,None,0,0,0, R$  -   ,,,,178709,NLH,,,
09/03/2026,182217,pix182217,None,0,0,0, R$  -   ,,,,182217,NLH,,,
09/03/2026,183626,pix183626,None,0,0,0, R$  -   ,,,,183626,NLH,,,
09/03/2026,190765,Joga10,None,0,0,0, R$  -   ,,,,190765,NLH,,,
09/03/2026,194100,pix194100,None,0,0,0, R$  -   ,,,,194100,NLH,,,
09/03/2026,194102,pix194102,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",194102,MTT,,,
09/03/2026,194307,pix194307,None,0,0,0, R$  -   ,,,,194307,NLH,,,
09/03/2026,194327,VolteiEM,None,0,0,0, R$  -   ,,,,194327,NLH,,,
09/03/2026,194328,BoraPoha,None,0,0,0, R$  -   ,,,,194328,NLH,,,
09/03/2026,194513,xXmenoXx,None,0,0,0, R$  -   ,,,,194513,NLH,,,
09/03/2026,194514,JA.tirocerto,None,0,0,0, R$  -   ,,,,194514,NLH,,,
09/03/2026,194515,Luiza777,None,0,0,0, R$  -   ,,,,194515,NLH,,,
09/03/2026,194517,matheus777,None,0,0,0, R$  -   ,,,,194517,NLH,,,
09/03/2026,194518,ruan777,None,0,0,0, R$  -   ,,,,194518,NLH,,,
09/03/2026,194519,pix194519,None,0,"3,7",0," R$  3,70 ","0,00%","100,00%","0,00%",194519,MTT,,,
09/03/2026,193559,Gabriellopes,None,"4,97",0,"23,74"," R$  28,71 ","17,31%","0,00%","82,69%",193559,PLO6,,,
09/03/2026,194304,Malves,None,"2,48",0,0," R$  2,48 ","100,00%","0,00%","0,00%",194304,NLH,,,
09/03/2026,131926,JMportuga,None,0,2,0," R$  2,00 ","0,00%","100,00%","0,00%",131926,MTT,,,
09/03/2026,134523,leaomem,None,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",134523,MTT,,,
09/03/2026,151133,somos+,None,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",151133,MTT,,,
09/03/2026,137600,DoPará ?,None,0,33,0," R$  33,00 ","0,00%","100,00%","0,00%",137600,MTT,,,
09/03/2026,183918,magovk12,None,0,0,"0,42"," R$  0,42 ","0,00%","0,00%","100,00%",183918,PLO6,,,
09/03/2026,166976,gusttavo lima,None,"18,55","7,5",0," R$  26,05 ","71,21%","28,79%","0,00%",166976,NLH,,,
09/03/2026,174760,Sansãodelas,None,"9,4",0,"4,96"," R$  14,36 ","65,46%","0,00%","34,54%",174760,NLH,,,
09/03/2026,116601,BGX30,None,"11,3",0,"0,94"," R$  12,24 ","92,32%","0,00%","7,68%",116601,NLH,,,
09/03/2026,153923,emi01,None,"0,31",0,0," R$  0,31 ","100,00%","0,00%","0,00%",153923,NLH,,,
09/03/2026,159245,Wick,None,"6,6",0,0," R$  6,60 ","100,00%","0,00%","0,00%",159245,NLH,,,
09/03/2026,160611,lucasgodoy98,None,"2,2",0,0," R$  2,20 ","100,00%","0,00%","0,00%",160611,NLH,,,
09/03/2026,187957,Joell,None,"1,25",0,0," R$  1,25 ","100,00%","0,00%","0,00%",187957,NLH,,,
09/03/2026,194533,pix194533,None,"5,5","3,9",0," R$  9,40 ","58,51%","41,49%","0,00%",194533,NLH,,,
09/03/2026,127631,M4LANDR0,None,0,0,0, R$  -   ,,,,127631,NLH,,,
09/03/2026,128754,C4BULOS0,None,0,0,0, R$  -   ,,,,128754,NLH,,,
09/03/2026,128755,PER1GOS0,None,0,0,0, R$  -   ,,,,128755,NLH,,,
09/03/2026,153303,Marc Pk five,None,0,0,0, R$  -   ,,,,153303,NLH,,,
09/03/2026,153304,confuso sobrinho,None,0,0,0, R$  -   ,,,,153304,NLH,,,
09/03/2026,153305,Marconi galego,None,0,0,0, R$  -   ,,,,153305,NLH,,,
09/03/2026,153307,carinhadenenem,None,0,0,0, R$  -   ,,,,153307,NLH,,,
09/03/2026,153601,Pelé,None,0,0,0, R$  -   ,,,,153601,NLH,,,
09/03/2026,154739,Zé piqueno,None,0,0,0, R$  -   ,,,,154739,NLH,,,
09/03/2026,176164,1 centavo,None,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",176164,MTT,,,
09/03/2026,176165,garfield,None,0,0,0, R$  -   ,,,,176165,NLH,,,
09/03/2026,176166,cuz cuz cum ovo,None,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",176166,MTT,,,
09/03/2026,176186,Açai vencido,None,0,0,0, R$  -   ,,,,176186,NLH,,,
09/03/2026,176187,meçi careka,None,0,0,0, R$  -   ,,,,176187,NLH,,,
09/03/2026,176188,Kiku lombrado,None,0,0,0, R$  -   ,,,,176188,NLH,,,
09/03/2026,176190,Cachorro pingolinha,None,0,0,0, R$  -   ,,,,176190,NLH,,,
